사업장명,업종구분대분류,업종구분소분류,도로명전체주소
귤하르방,휴게음식점,패스트푸드,"제주특별자치도 제주시 동문로4길 18, 1층 (일도일동)"
모어모어,휴게음식점,커피숍,"제주특별자치도 제주시 구좌읍 해맞이해안로 1616, 지하1~1층"
제이푸드,휴게음식점,일반조리판매,"제주특별자치도 제주시 오복1길 14, 지하1층 (이도이동)"
라마띠네(카페),휴게음식점,커피숍,"제주특별자치도 제주시 중앙로 304, 101호 (이도이동)"
씨유제주오현점,휴게음식점,편의점,제주특별자치도 제주시 일주동로 95 (화북일동)
GS25연동바다점,휴게음식점,편의점,제주특별자치도 제주시 제원길 14 (연동)
원더샌드위치앤김밥,휴게음식점,커피숍,제주특별자치도 제주시 전농로 109 (삼도이동)
씨유도두항점,휴게음식점,편의점,제주특별자치도 제주시 서해안로 164 (도두일동)
파스쿠찌용담해안도로점,휴게음식점,커피숍,"제주특별자치도 제주시 서해안로 506, 1~2층 (용담삼동)"
씨유노형아이파크점,휴게음식점,편의점,"제주특별자치도 제주시 노형10길 23, 1층 (노형동)"
롯데리아제주외도디티점,휴게음식점,패스트푸드,"제주특별자치도 제주시 일주서로 7335, 1층 (외도이동)"
글리분식,휴게음식점,일반조리판매,"제주특별자치도 제주시 애월읍 애월해안로 722, 지1층"
소림김밥,휴게음식점,일반조리판매,제주특별자치도 제주시 국기로 31 (연동)
소풍이야기,휴게음식점,커피숍,"제주특별자치도 제주시 애월읍 애월해안로 832, 하귀민박주택 소풍A 1동 1층"
씨유한동교차로점,휴게음식점,편의점,"제주특별자치도 제주시 구좌읍 일주동로 2806, 1층"
미쿠니,휴게음식점,커피숍,"제주특별자치도 제주시 서흘길 41, 1층 (삼양일동)"
담앙족욕까페,휴게음식점,기타 휴게음식점,"제주특별자치도 제주시 한경면 녹차분재로 594-2, 2층"
비아판포,휴게음식점,기타 휴게음식점,"제주특별자치도 제주시 한경면 일주서로 4716-14, 1층"
씨유제주신엄중점,휴게음식점,편의점,"제주특별자치도 제주시 애월읍 일주서로 6705, 1층"
원카페,휴게음식점,커피숍,"제주특별자치도 제주시 첨단로3길 10, 1층 (영평동)"
스타스낵,휴게음식점,기타 휴게음식점,"제주특별자치도 제주시 용문로 20, 1층 (용담이동)"
플랫172,휴게음식점,커피숍,"제주특별자치도 제주시 우평로 172, 1층 (도평동)"
헬로남생이,휴게음식점,커피숍,"제주특별자치도 제주시 조천읍 원당북로 197-20, 1층"
두멩이카페,휴게음식점,커피숍,"제주특별자치도 제주시 동문로 62, 1층 (일도이동)"
메이즈,휴게음식점,커피숍,제주특별자치도 제주시 구좌읍 비자림로 2134-47 (메이즈랜드 제1호(2층))
카페띠아모제주대점,휴게음식점,커피숍,제주특별자치도 제주시 제주대학로 109 (아라이동)
아날로그감귤밭,휴게음식점,커피숍,"제주특별자치도 제주시 해안마을8길 46, 1층 (해안동)"
씨유제주뜨란채점,휴게음식점,일반조리판매,"제주특별자치도 제주시 수덕로 44, 상가동 101호 (노형동,뜨란채)"
재너럴피시방,휴게음식점,기타 휴게음식점,"제주특별자치도 제주시 광양8길 17, 2층 (이도이동)"
던킨도너츠신제주점,휴게음식점,기타 휴게음식점,"제주특별자치도 제주시 노형8길 3, 1층 (노형동)"
지에스25과원점,휴게음식점,편의점,"제주특별자치도 제주시 과원로 51, 1층 (연동)"
씨유제주제성점,휴게음식점,편의점,"제주특별자치도 제주시 제성1길 16, 1층 (연동)"
지에스25제주용흥점,휴게음식점,편의점,제주특별자치도 제주시 용담로 89 (용담이동)
모나미커피,휴게음식점,커피숍,"제주특별자치도 제주시 정존11길 22, 106호 (노형동, 대흥그린빌라트)"
까사돌,휴게음식점,커피숍,"제주특별자치도 제주시 중앙로12길 7, 제 2호 (이도일동)"
아라동카페,휴게음식점,커피숍,"제주특별자치도 제주시 연북로 533, 1층 (아라일동)"
카페힐섬2020,휴게음식점,커피숍,"제주특별자치도 제주시 조천읍 조천북6길 58, 1층"
아라캐슬웨딩홀구내,휴게음식점,커피숍,"제주특별자치도 제주시 중앙로 504, 1층 (아라일동)"
탕후루에꼬치다,휴게음식점,패스트푸드,"제주특별자치도 제주시 우정로 56, 1층 (외도일동)"
지에스25연동시티점,휴게음식점,편의점,"제주특별자치도 제주시 성신로1길 25, 1층 (연동)"
망고식스신제주점,휴게음식점,커피숍,"제주특별자치도 제주시 연동7길 20, 2층 (연동)"
씨유제주스위스마을점,휴게음식점,편의점,"제주특별자치도 제주시 조천읍 함와로 566-27, 120동 2층"
씨커,휴게음식점,기타 휴게음식점,"제주특별자치도 제주시 한라대학로 33, 1층 (노형동)"
맘스터치중앙로점,휴게음식점,패스트푸드,"제주특별자치도 제주시 중앙로 지하 60, 지하1층 127,128,129호 (일도일동)"
제주트립티,휴게음식점,커피숍,"제주특별자치도 제주시 정실동길 26, A동 1층 (오라이동)"
지에스25함덕코업시티점,휴게음식점,편의점,"제주특별자치도 제주시 조천읍 조함해안로 474, 1층"
성지편의점구내,휴게음식점,기타 휴게음식점,"제주특별자치도 제주시 동광로 131, 101호 (일도이동)"
카페로드,휴게음식점,기타 휴게음식점,"제주특별자치도 제주시 원노형로 13, 2층 (노형동)"
에이바우트커피베라체점,휴게음식점,커피숍,"제주특별자치도 제주시 승천로 76, 1층 (아라이동)"
동부마지막휴게마트,휴게음식점,기타 휴게음식점,"제주특별자치도 제주시 조천읍 조천우회로 710, 1층"
하이엔드제주,휴게음식점,기타 휴게음식점,"제주특별자치도 제주시 애월읍 애월북서길 56, 가동 1~2층"
유드림마트,휴게음식점,일반조리판매,제주특별자치도 제주시 광평동로 63 (노형동)
배스킨라빈스외도점,휴게음식점,아이스크림,"제주특별자치도 제주시 우정로15길 1, 104호 (외도일동)"
예랑커피하우스,휴게음식점,커피숍,"제주특별자치도 제주시 조천읍 신북로 322, 1층"
흰수염고래카페,휴게음식점,커피숍,"제주특별자치도 제주시 애월읍 일주서로 6818, 1층"
펭귄부인,휴게음식점,커피숍,"제주특별자치도 제주시 구남동1길 12, 1층 (이도이동)"
지에스25도남점,휴게음식점,편의점,"제주특별자치도 제주시 도남로17길 3, 1층 (도남동)"
커피앤빵,휴게음식점,커피숍,"제주특별자치도 제주시 추자면 추자로 58-1, 1층"
제주삼화부영점빽다방,휴게음식점,커피숍,"제주특별자치도 제주시 화삼북로 135, 1층 (삼양이동)"
명랑쌀핫도그용두암점,휴게음식점,패스트푸드,"제주특별자치도 제주시 용담로 64, 1층 (용담이동)"
주식회사비엔제대지점,휴게음식점,커피숍,제주특별자치도 제주시 한북로 349 (아라일동)
인디고,휴게음식점,커피숍,"제주특별자치도 제주시 애월읍 애월해안로 204, 1층"
??제과,휴게음식점,기타 휴게음식점,"제주특별자치도 제주시 전농로 97, 1층 (삼도이동)"
투썸플레이스라온명품관점,휴게음식점,커피숍,"제주특별자치도 제주시 한림읍 금능남로 127, 101호"
씨유제주평화로점,휴게음식점,편의점,제주특별자치도 제주시 애월읍 하광로 533
플레이스꽃섬,휴게음식점,커피숍,제주특별자치도 제주시 수목원서길 3 (노형동)
제주한치빵우도점,휴게음식점,기타 휴게음식점,"제주특별자치도 제주시 우도면 우도해안길 802, 1층"
자청비,휴게음식점,일반조리판매,"제주특별자치도 제주시 서광로29길 21, 103호 (이도일동, 장원월드컵아파트)"
제주커피집심심,휴게음식점,커피숍,"제주특별자치도 제주시 노형7길 3-4, 1층 (노형동)"
파스쿠찌제주대병원점,휴게음식점,커피숍,"제주특별자치도 제주시 아란13길 15, 제주대학교병원 1층 (아라일동)"
지에스25이호현사점,휴게음식점,편의점,"제주특별자치도 제주시 테우해안로 142, 1층 (이호일동)"
럭키분식,휴게음식점,일반조리판매,"제주특별자치도 제주시 오현길 79, 1층 제1호 (이도일동)"
씨유제주무수천점,휴게음식점,편의점,"제주특별자치도 제주시 애월읍 중산간서로 6703, 1층"
씨유중흥에스점,휴게음식점,기타 휴게음식점,"제주특별자치도 제주시 한라대학로 107, 상가동 1층 103호 (노형동, 중흥에스-클래스아파트)"
제주몹시,휴게음식점,커피숍,"제주특별자치도 제주시 월대1길 10, 1층 (외도이동)"
카치토,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 1100로 3213-2 (노형동)
투썸플레이스제주연동점,휴게음식점,커피숍,제주특별자치도 제주시 신광로 79 (연동)
빌레와너드랑,휴게음식점,일반조리판매,제주특별자치도 제주시 조천읍 선흘남4길 286-3
건강한죽앤밥제주중앙병원점,휴게음식점,일반조리판매,제주특별자치도 제주시 월랑로 91 (이호이동)
에코랜드라벤다앤그린티로즈가든역,휴게음식점,커피숍,제주특별자치도 제주시 조천읍 남조로 1982
봉쉡망고월정점,휴게음식점,일반조리판매,제주특별자치도 제주시 구좌읍 월정7길 62-1
핸즈커피도련점,휴게음식점,커피숍,"제주특별자치도 제주시 도련남4길 7-6, 1층 (도련일동)"
나무물꼬기,휴게음식점,커피숍,제주특별자치도 제주시 연삼로 522 (일도이동)
모뉴에트,휴게음식점,기타 휴게음식점,"제주특별자치도 제주시 구좌읍 종달동길 23, 1층"
푸짐한밥상,휴게음식점,일반조리판매,"제주특별자치도 제주시 중앙로 60, 지하층 스넥5,7,9,10,11호 (일도일동)"
씨유제주화북진남점,휴게음식점,편의점,제주특별자치도 제주시 진남로 22 (화북일동)
공차제주시청점,휴게음식점,커피숍,제주특별자치도 제주시 신성로13길 25 (이도이동)
슬로우페이스,휴게음식점,커피숍,제주특별자치도 제주시 한림읍 용금로 889
세븐일레븐제주화북진동점,휴게음식점,편의점,"제주특별자치도 제주시 진동로 33, 1층 (화북일동)"
지에스25도남성환점,휴게음식점,편의점,"제주특별자치도 제주시 신성로 84, 1층 (도남동)"
한일농수산구내,휴게음식점,기타 휴게음식점,"제주특별자치도 제주시 동문로4길 14-1, 1층 (일도일동)"
안녕돌하르방,휴게음식점,기타 휴게음식점,"제주특별자치도 제주시 조천읍 북촌서1길 70, 디동 1층"
씨유제주삼성점,휴게음식점,편의점,"제주특별자치도 제주시 중앙로 185, 1층 (이도일동)"
GS한라수목원,휴게음식점,편의점,"제주특별자치도 제주시 수목원길 65-6, 1층 (연동)"
씨유제주은남점,휴게음식점,편의점,"제주특별자치도 제주시 연동11길 21, 1층 (연동)"
이성필커피,휴게음식점,커피숍,"제주특별자치도 제주시 광양8길 1, 1층 (이도이동)"
씨유제주서광점,휴게음식점,편의점,제주특별자치도 제주시 서광로 238 (삼도일동)
지에스25제주에스중앙병원점,휴게음식점,편의점,"제주특별자치도 제주시 월랑로 91, 2층 (이호이동)"
애조로휴게소,휴게음식점,편의점,"제주특별자치도 제주시 애월읍 애조로 399, 1층"
지에스25동광로점,휴게음식점,편의점,"제주특별자치도 제주시 동광로 12, 1층 (이도이동)"
씨유제주대유대림점,휴게음식점,편의점,"제주특별자치도 제주시 남광로 187, 1층 (일도이동)"
클라우드나인커피,휴게음식점,커피숍,"제주특별자치도 제주시 신성로13길 12, 1~2층 (이도이동)"
타요키즈카페,휴게음식점,일반조리판매,"제주특별자치도 제주시 남성로 75, 5층 (용담일동)"
교래옹달샘,휴게음식점,일반조리판매,"제주특별자치도 제주시 조천읍 미래로 582, 1층"
전농로일공일,휴게음식점,커피숍,"제주특별자치도 제주시 전농로 101, 2층 202호 (삼도이동, 삼도골드빌1차)"
제대김밥,휴게음식점,일반조리판매,"제주특별자치도 제주시 산천단동3길 26, 1층 (아라일동)"
아지트,휴게음식점,커피숍,"제주특별자치도 제주시 연동8길 7, 1층 (연동)"
크라우드피씨방아라본점,휴게음식점,패스트푸드,"제주특별자치도 제주시 아란8길 5-2, 1층 (아라일동)"
까페드메종,휴게음식점,커피숍,제주특별자치도 제주시 구좌읍 일주동로 1724
수목원스낵,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 은수길 69 (연동)
지에스25제주도청점,휴게음식점,편의점,제주특별자치도 제주시 신대로 63 (연동)
달콤아재,휴게음식점,기타 휴게음식점,"제주특별자치도 제주시 우도면 우도해안길 810, 1층"
아꼬아가게,휴게음식점,기타 휴게음식점,"제주특별자치도 제주시 서사로 9, 1층 (삼도이동)"
산지청과,휴게음식점,기타 휴게음식점,"제주특별자치도 제주시 동문로4길 9, 동문공설시장, 동문공영주차장 (일도일동)"
제주시니어클럽살레,휴게음식점,기타 휴게음식점,"제주특별자치도 제주시 아연로 216-9, 시니어클럽하우스 1층 (오라이동)"
클래식피씨토랑,휴게음식점,기타 휴게음식점,"제주특별자치도 제주시 고마로 102, 3층 (일도이동)"
지니아카페,휴게음식점,커피숍,"제주특별자치도 제주시 애월읍 납읍동3길 53-46, 1층"
아이센스리그PC방제주본점,휴게음식점,기타 휴게음식점,"제주특별자치도 제주시 연동1길 3, 201호 (연동)"
응까팡,휴게음식점,패스트푸드,"제주특별자치도 제주시 조천읍 함와로 566-29, 208동 1층"
디저트39연동점,휴게음식점,커피숍,"제주특별자치도 제주시 신광로 46, 1층 (연동)"
에코랜드에코로드카페,휴게음식점,커피숍,제주특별자치도 제주시 조천읍 남조로 1982 (다목적휴게소8)
별,휴게음식점,다방,"제주특별자치도 제주시 서사로 95, 2층 (삼도일동)"
에코랜드피크닉가든,휴게음식점,커피숍,제주특별자치도 제주시 조천읍 남조로 1982 (다목적휴게소5)
김가네,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 관덕로11길 8-5 (일도일동)
모닥치기,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 남광로2길 17 (이도이동)
카페킹,휴게음식점,커피숍,"제주특별자치도 제주시 오남로 82, 1층 (오라이동)"
환문구,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 남성로11길 16 (용담일동)
귤꽃,휴게음식점,커피숍,"제주특별자치도 제주시 조천읍 함덕2길 90, 가동 1층"
오라셀세모,휴게음식점,기타 휴게음식점,"제주특별자치도 제주시 연삼로 112-3, 1층 (오라삼동)"
제주도회포장너야말로진정회제주점,휴게음식점,일반조리판매,"제주특별자치도 제주시 노형6길 23, 1층 (노형동)"
스타벅스제주칠성점,휴게음식점,커피숍,"제주특별자치도 제주시 관덕로 55, 1~2층 (일도일동)"
달콤커피제니아점,휴게음식점,커피숍,"제주특별자치도 제주시 은남1길 25, 1층 (연동)"
고스란히,휴게음식점,커피숍,"제주특별자치도 제주시 구남로6길 22, 1층 (이도이동)"
씨유제주대박점,휴게음식점,기타 휴게음식점,"제주특별자치도 제주시 애월읍 일주서로 7053, 1층"
씨유중앙여고후문점,휴게음식점,편의점,제주특별자치도 제주시 남광로4길 29 (이도이동)
지에스25용담전망대점,휴게음식점,편의점,"제주특별자치도 제주시 서해안로 448, 1층 (용담삼동)"
한솥도시락제주대정문점,휴게음식점,일반조리판매,제주특별자치도 제주시 제주대학로 107 (아라이동)
김밥천국제주대학점,휴게음식점,일반조리판매,제주특별자치도 제주시 제주대학로 103-1 (아라이동)
구엄25시편의점구내,휴게음식점,편의점,제주특별자치도 제주시 애월읍 일주서로 6781
온도커피,휴게음식점,커피숍,제주특별자치도 제주시 원노형로 64-1 (노형동)
용가리는와플도둑,휴게음식점,패스트푸드,"제주특별자치도 제주시 고마로 99, 1층 (일도이동)"
위더스트래블,휴게음식점,커피숍,"제주특별자치도 제주시 인다9길 29, 1층 (아라일동)"
GS제주용화점,휴게음식점,편의점,제주특별자치도 제주시 용화로 26 (용담이동)
주스마심,휴게음식점,커피숍,제주특별자치도 제주시 조천읍 비자림로 645
커피림,휴게음식점,커피숍,제주특별자치도 제주시 수목원길 27 (연동)
리치망고애월점,휴게음식점,커피숍,제주특별자치도 제주시 애월읍 애월해안로 272
주먹이네,휴게음식점,일반조리판매,제주특별자치도 제주시 남광로4길 29 (이도이동)
아침미소목장카페,휴게음식점,기타 휴게음식점,"제주특별자치도 제주시 첨단동길 160-20, 하동 1층 (월평동)"
트라인,휴게음식점,커피숍,"제주특별자치도 제주시 조천읍 와흘상길 32, 3동 1층"
제주해양경찰서구내,휴게음식점,일반조리판매,"제주특별자치도 제주시 임항로 154, 1층 (건입동)"
지에스25도남사거리점,휴게음식점,편의점,"제주특별자치도 제주시 도남로 86, 1층 (도남동)"
지에스25해도점,휴게음식점,편의점,"제주특별자치도 제주시 애월읍 하광로 8, 104동 101호"
쁘띠1,휴게음식점,키즈카페,"제주특별자치도 제주시 중앙로 281, 남정빌딩 지하1층 B01호 (이도이동)"
모리노코에,휴게음식점,커피숍,"제주특별자치도 제주시 구남로2길 30 (이도이동,(1층))"
서부관광휴게마트,휴게음식점,일반조리판매,제주특별자치도 제주시 노형로 27 (해안동)
카페빠네띠에,휴게음식점,커피숍,제주특별자치도 제주시 신설로9길 25 (이도이동)
커피방아,휴게음식점,커피숍,"제주특별자치도 제주시 서문로 70, 1층 (용담일동)"
청미양과점,휴게음식점,커피숍,"제주특별자치도 제주시 구남동2길 19-6, 1층 (이도이동)"
씨유국제대학점,휴게음식점,편의점,"제주특별자치도 제주시 516로 2870, 1층 (영평동)"
아라온사우나매점,휴게음식점,기타 휴게음식점,"제주특별자치도 제주시 일주서로 7592-4, 1층 (이호이동)"
제일분식,휴게음식점,일반조리판매,"제주특별자치도 제주시 진군1길 7, 으뜸마을아파트 1층 105호 (노형동)"
카페이안갤러리,휴게음식점,커피숍,"제주특별자치도 제주시 첨단로 213-4, 1층 (영평동)"
컴포즈커피연동신라점,휴게음식점,일반조리판매,"제주특별자치도 제주시 노연로 61, 103호 (연동)"
신전떡볶이연동직영점,휴게음식점,일반조리판매,"제주특별자치도 제주시 남녕로 36, 1층 105호 (연동, 영진그린빌라)"
바오밥나무,휴게음식점,기타 휴게음식점,"제주특별자치도 제주시 애월읍 하소로 357, 1층"
콤퓨타게임관,휴게음식점,기타 휴게음식점,"제주특별자치도 제주시 중앙로 236, 4층 (이도이동)"
마루카페,휴게음식점,커피숍,"제주특별자치도 제주시 달마루길 18, 502호 (노형동)"
33분식다방,휴게음식점,일반조리판매,"제주특별자치도 제주시 인다10길 36, 104호 (아라일동)"
제주스,휴게음식점,커피숍,"제주특별자치도 제주시 동문로 4, 1층 (일도일동)"
아따블르,휴게음식점,일반조리판매,"제주특별자치도 제주시 조천읍 북촌11길 15-16, 1층"
개스토랑,휴게음식점,커피숍,"제주특별자치도 제주시 서광로2길 19, 1층 (오라일동)"
지에스25노형사랑점,휴게음식점,기타 휴게음식점,"제주특별자치도 제주시 노형로 379, 1층 (노형동)"
맛짱맛,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 조천읍 신북로 532
땡초김밥싱싱왕만두,휴게음식점,일반조리판매,제주특별자치도 제주시 번영로 468 (봉개동)
세원,휴게음식점,다방,제주특별자치도 제주시 구좌읍 구좌로 33-13
배스킨라빈스제주아라점,휴게음식점,기타 휴게음식점,"제주특별자치도 제주시 중앙로 556, 1층 (아라일동)"
주식회사코알라홀세일클럽,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 연수로3길 6 (일도이동)
과즙팡팡,휴게음식점,커피숍,"제주특별자치도 제주시 서광로 211, 1층 (삼도일동)"
용두암해수랜드2층매점,휴게음식점,일반조리판매,제주특별자치도 제주시 서해안로 630 (용담삼동)
별장분식,휴게음식점,일반조리판매,
지에스25제주유정점,휴게음식점,편의점,제주특별자치도 제주시 서광로20길 12 (삼도일동)
마실,휴게음식점,기타 휴게음식점,"제주특별자치도 제주시 조천읍 중산간동로 1146, 나동 1층"
소양글멋그리기,휴게음식점,기타 휴게음식점,"제주특별자치도 제주시 일주서로 7785, 2층 (노형동)"
보네르,휴게음식점,커피숍,"제주특별자치도 제주시 남광북5길 10, 102호 (이도이동,외1필지 제이빌딩)"
미스터피자제주중앙점,휴게음식점,패스트푸드,"제주특별자치도 제주시 중앙로 222, 2층 (이도이동)"
쉴만한물가,휴게음식점,일반조리판매,"제주특별자치도 제주시 한림읍 월령안길 28, 1층"
지에스25제주광양점,휴게음식점,편의점,"제주특별자치도 제주시 광양10길 2, 1층 (이도이동)"
동우네,휴게음식점,기타 휴게음식점,"제주특별자치도 제주시 연수로3길 23, 1층 (일도이동)"
지에스25제주원노형점,휴게음식점,편의점,"제주특별자치도 제주시 원노형3길 34, 1층 (노형동)"
피자투어하귀점,휴게음식점,패스트푸드,"제주특별자치도 제주시 애월읍 하귀로 134, 1층"
엔제리너스이호테우해변로점,휴게음식점,커피숍,"제주특별자치도 제주시 서해안로 24, 1~2층 (이호일동)"
씨유제주용인아파트점,휴게음식점,편의점,"제주특별자치도 제주시 고마로14길 16, 104호 (일도이동, 용인아파트)"
(주)이마트제주점,휴게음식점,일반조리판매,제주특별자치도 제주시 탑동로 38 (삼도이동)
씨유제주남문점,휴게음식점,편의점,제주특별자치도 제주시 서사로 35 (삼도이동)
씨유제주중엄점,휴게음식점,편의점,"제주특별자치도 제주시 애월읍 애월해안로 612, 1층"
우도왕자이야기,휴게음식점,아이스크림,"제주특별자치도 제주시 우도면 우도해안길 1122, 1층"
카페인사리,휴게음식점,커피숍,"제주특별자치도 제주시 구좌읍 일주동로 2806, 2동 2층"
헬로방방아라점,휴게음식점,키즈카페,"제주특별자치도 제주시 인다6길 54-2, 201호 (아라일동)"
슬로우달콤한닭강정본점,휴게음식점,패스트푸드,제주특별자치도 제주시 고마로 94 (일도이동)
서유기마라탕제주대점,휴게음식점,기타 휴게음식점,"제주특별자치도 제주시 제주대학로 115, 2층 (아라이동)"
나눔김밥,휴게음식점,일반조리판매,제주특별자치도 제주시 성신로 26 (연동)
수목원커피숍,휴게음식점,커피숍,제주특별자치도 제주시 은수길 69 (연동)
먼트커피,휴게음식점,커피숍,"제주특별자치도 제주시 서광로3길 10, 1층 (용담일동)"
모란이피기까지,휴게음식점,커피숍,"제주특별자치도 제주시 구좌읍 상하도길 60, 1층"
GS25제주간드락점,휴게음식점,편의점,제주특별자치도 제주시 간월동로 10 (아라이동)
오름화덕피자,휴게음식점,패스트푸드,제주특별자치도 제주시 한경면 중산간서로 3662
커피비터스윗,휴게음식점,커피숍,"제주특별자치도 제주시 선덕로3길 32, 제1호 1층 (연동)"
신전떡볶이인제점,휴게음식점,패스트푸드,"제주특별자치도 제주시 고마로 87, 1층 (일도이동)"
커피애,휴게음식점,커피숍,제주특별자치도 제주시 동광로 100 (일도이동)
퀴즈노스제주대학교병원점,휴게음식점,기타 휴게음식점,"제주특별자치도 제주시 아란13길 15, 제주대학교병원 (아라일동)"
투썸플레이스제주애월다인호텔점,휴게음식점,기타 휴게음식점,"제주특별자치도 제주시 애월읍 애월해안로 394, 지하 1층"
어드래커피,휴게음식점,기타 휴게음식점,"제주특별자치도 제주시 구좌읍 세평항로 14, 1층"
용두암해수랜드,휴게음식점,기타 휴게음식점,"제주특별자치도 제주시 서해안로 630, 1층 (용담삼동)"
황금다방,휴게음식점,다방,"제주특별자치도 제주시 중앙로 117-1, 2층 (이도일동)"
카페써티에잇,휴게음식점,커피숍,"제주특별자치도 제주시 한라대학로 38, 지하1층 (노형동, 금호세계교육관)"
평화박물관 휴게소,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 한경면 청수서5길 63
스물다섯,휴게음식점,기타 휴게음식점,"제주특별자치도 제주시 다랑곶6길 19, 1층 105호 (노형동, 대성빌라트)"
(주)한아름마트,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 도남로 128 (도남동)
퍼스트피씨존,휴게음식점,기타 휴게음식점,"제주특별자치도 제주시 한라대학로 72, 지하1층 (노형동, 미래주택)"
배스킨라빈스제주서사라점,휴게음식점,기타 휴게음식점,"제주특별자치도 제주시 서사로 133, 1층 (삼도일동)"
지에스25함덕골든튤립점,휴게음식점,편의점,"제주특별자치도 제주시 조천읍 조함해안로 504, 102호"
모네의숲,휴게음식점,커피숍,"제주특별자치도 제주시 한림읍 저지14길 16-10, 1층"
지에스25월정해변점,휴게음식점,편의점,"제주특별자치도 제주시 구좌읍 월정7길 52-1, 1층"
씨유제주구남중앙점,휴게음식점,편의점,"제주특별자치도 제주시 구남동2길 27, 1층 (이도이동)"
씨유제주정한점,휴게음식점,편의점,제주특별자치도 제주시 원노형8길 22 (노형동)
씨유제주외도점,휴게음식점,편의점,제주특별자치도 제주시 우정로 58 (외도일동)
씨유연동세일점,휴게음식점,편의점,"제주특별자치도 제주시 선덕로 17, 103호 (연동,세일연동연립주택)"
개인주의자,휴게음식점,커피숍,"제주특별자치도 제주시 구좌읍 해맞이해안로 1720, 1층"
벅스PC방,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 연삼로 350 (도남동)
퓨전푸드카페,휴게음식점,기타 휴게음식점,"제주특별자치도 제주시 연동7길 24, 1층 (연동)"
맘스터치아라점,휴게음식점,일반조리판매,"제주특별자치도 제주시 아란7길 4, 1층 (아라일동)"
지에스25외도월대점,휴게음식점,편의점,"제주특별자치도 제주시 도근내길 24, 1층 (외도일동)"
지에스25제주옹달샘점,휴게음식점,기타 휴게음식점,"제주특별자치도 제주시 아연로 295, 1층 101호 (오등동, 아연빌라)"
제주왕족보삼화점,휴게음식점,일반조리판매,제주특별자치도 제주시 설촌로 12 (삼양이동)
다올김밥분식,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 남녕로 48 (연동)
세븐일레븐제주노형메르헨점,휴게음식점,편의점,"제주특별자치도 제주시 연북로 45, 1층 (노형동)"
(주)모스우드,휴게음식점,커피숍,"제주특별자치도 제주시 애월읍 도치돌길 289-13, 1층"
지에스25노형라자점,휴게음식점,편의점,"제주특별자치도 제주시 월랑로 13, 1층 (노형동)"
배스킨라빈스제주함덕점,휴게음식점,아이스크림,"제주특별자치도 제주시 조천읍 조함해안로 526, 1층"
마루이,휴게음식점,일반조리판매,"제주특별자치도 제주시 탑동로 38, 516호 (삼도이동)"
맛짱김밥대기점,휴게음식점,일반조리판매,제주특별자치도 제주시 번영로 462 (봉개동)
유스커피,휴게음식점,커피숍,"제주특별자치도 제주시 구산로 49, 1층 (아라일동)"
이공구삼하우스,휴게음식점,커피숍,"제주특별자치도 제주시 조천읍 남조로 2093, 제1동 1층"
롯데리아제주아라점,휴게음식점,패스트푸드,"제주특별자치도 제주시 인다9길 4, 1층 (아라일동)"
용우동중앙점,휴게음식점,일반조리판매,제주특별자치도 제주시 중앙로 지하 60 (일도일동)
빵육사도너츠,휴게음식점,과자점,제주특별자치도 제주시 동문로 91 (건입동)
대동호텔구내,휴게음식점,일반조리판매,제주특별자치도 제주시 관덕로15길 6 (일도일동)
우리코코,휴게음식점,일반조리판매,제주특별자치도 제주시 서광로29길 36 (이도일동)
오로라정원,휴게음식점,기타 휴게음식점,"제주특별자치도 제주시 한림읍 금능남로 348, 1층"
벌툰제주한라대점,휴게음식점,기타 휴게음식점,"제주특별자치도 제주시 진군남4길 5, 지하 1층 근생 5호 (노형동, 더힐)"
그디,휴게음식점,기타 휴게음식점,"제주특별자치도 제주시 성지로 63, 1층 (일도일동)"
서울국수가게,휴게음식점,일반조리판매,제주특별자치도 제주시 구좌읍 세화3길 30-2
제주도그녀커피,휴게음식점,커피숍,"제주특별자치도 제주시 신설로9길 42 (이도이동,(1층))"
씨유제주대점,휴게음식점,편의점,제주특별자치도 제주시 산천단동3길 29 (아라일동)
지유명차제주이도점,휴게음식점,커피숍,"제주특별자치도 제주시 독짓골8길 7, 1~2층 (이도이동)"
씨유제주일도점,휴게음식점,편의점,"제주특별자치도 제주시 연수로3길 5, 1층 (일도이동)"
알,휴게음식점,커피숍,"제주특별자치도 제주시 서광로14길 5, 1층 (삼도일동)"
소호,휴게음식점,일반조리판매,"제주특별자치도 제주시 애월읍 애월해안로 408, 1층"
문즈,휴게음식점,커피숍,제주특별자치도 제주시 공설로 35-1 (오라일동)
그림앤카페,휴게음식점,커피숍,"제주특별자치도 제주시 번영로 464, 1층 (봉개동)"
지에스이십오아라금천점,휴게음식점,편의점,제주특별자치도 제주시 아봉로 83 (아라이동)
